gene_id	c_exc_s	c_inc_s	c_missing	c_het_calls	c_stop_codon	c_unq_h
PF3D7_1249400	768	23657	355	413	0	47
PF3D7_0903000	1461	22964	93	1305	63	65
PF3D7_0417600	16021	8404	12082	3287	652	170
PF3D7_0513900	1124	23301	335	736	53	81
PF3D7_0927600	5610	18815	1379	4222	9	378
PF3D7_1477400	3291	21134	896	2169	226	100
PF3D7_0111800	5457	18968	1728	2594	1135	74
PF3D7_0421900	2363	22062	152	2211	0	36
PF3D7_0728400	1720	22705	222	1278	220	45
PF3D7_1366800	22644	1781	1941	5778	14925	7
PF3D7_1126000	10363	14062	5807	4555	1	527
PF3D7_0627700	7631	16794	2867	4763	1	224
PF3D7_1433900	12073	12352	3374	8692	7	1517
PF3D7_1347800	24404	21	2189	1081	21134	1
PF3D7_0924000	14419	10006	9293	5103	23	620
PF3D7_0715500	1600	22825	1346	204	50	7
PF3D7_0318900	2911	21514	616	2018	277	158
PF3D7_1240000	5724	18701	3805	1919	0	126
PF3D7_1217500	7666	16759	5069	2594	3	65
PF3D7_0207800	23313	1112	10430	2318	10565	44
PF3D7_1108300	2032	22393	1719	272	41	13
PF3D7_1420700	8959	15466	4382	3698	879	407
PF3D7_1362000	908	23517	109	799	0	73
PF3D7_0209800	4904	19521	3344	1451	109	9
PF3D7_1034000	4466	19959	1554	2911	1	142
PF3D7_1244800	5789	18636	3873	1252	664	10
PF3D7_0204000	7351	17074	2043	4700	608	323
PF3D7_0722700	694	23731	372	304	18	15
PF3D7_0923900	5935	18490	1369	3870	696	4
PF3D7_1023700	7034	17391	1360	5670	4	312
PF3D7_1033500	9827	14598	6406	2782	639	278
PF3D7_0415700	7877	16548	2712	5165	0	109
PF3D7_0301300	4972	19453	740	4158	74	93
PF3D7_0806000	22792	1633	21988	783	21	190
PF3D7_0924200	7801	16624	2298	5503	0	592
PF3D7_1306800	2547	21878	98	2438	11	203
PF3D7_1444700	1275	23150	635	550	90	54
PF3D7_0207600	24402	23	16925	1760	5717	3
PF3D7_0503800	2901	21524	821	638	1442	5
PF3D7_0403100	5058	19367	3012	2046	0	298
PF3D7_1323900	4098	20327	1992	1926	180	135
PF3D7_0604900	449	23976	237	193	19	18
PF3D7_0319500	6622	17803	3410	1863	1349	31
PF3D7_0719200	3251	21174	2706	382	163	2
PF3D7_0612600	3961	20464	2335	1626	0	159
PF3D7_0724200	3391	21034	818	2573	0	169
PF3D7_0716400	1649	22776	1112	400	137	3
PF3D7_1141800	4635	19790	990	2403	1242	19
PF3D7_1447800	17557	6868	13314	4242	1	1144
PF3D7_1250700	1026	23399	454	520	52	33
PF3D7_1207200	17412	7013	10040	7369	3	2039
PF3D7_1030900	2722	21703	444	2277	1	91
PF3D7_1235300	11234	13191	5177	6041	16	721
PF3D7_0318500	17332	7093	10698	6634	0	1758
PF3D7_0424100	5891	18534	1341	4535	15	169
PF3D7_1439600	503	23922	158	344	1	31
PF3D7_1141500	4255	20170	1271	1715	1269	21
PF3D7_0404700	20402	4023	17021	3205	176	231
PF3D7_1031100	1667	22758	434	744	489	87
PF3D7_0524800	3809	20616	872	2643	294	256
PF3D7_1201700	1973	22452	98	1875	0	72
PF3D7_1429400	23539	886	23022	517	0	334
PF3D7_1207700	7596	16829	6590	511	495	10
PF3D7_1331500	19152	5273	15912	3240	0	316
PF3D7_1454300	5786	18639	416	5218	152	479
PF3D7_1133200	18939	5486	16214	2387	338	644
PF3D7_1463500	3901	20524	568	2140	1193	15
PF3D7_1133100	15958	8467	13807	2120	31	287
PF3D7_0823900	2206	22219	1293	913	0	61
PF3D7_1446100	11153	13272	1994	4292	4867	265
PF3D7_1301700	2645	21780	1957	688	0	39
PF3D7_1465900	4866	19559	4644	193	29	2
PF3D7_0717700	4208	20217	2537	1671	0	124
PF3D7_0508700	9538	14887	4722	4816	0	637
PF3D7_0901700	12361	12064	7843	4515	3	125
PF3D7_0713200	9534	14891	2942	5931	661	186
PF3D7_0525400	2817	21608	606	2200	11	195
PF3D7_1119000	4149	20276	884	3265	0	117
PF3D7_0220700	6680	17745	356	3829	2495	63
PF3D7_0708500	12665	11760	5289	7376	0	466
PF3D7_0629200	1314	23111	600	714	0	33
PF3D7_1103000	19998	4427	686	6097	13215	39
PF3D7_0805500	6859	17566	2179	4680	0	332
PF3D7_1031700	20204	4221	537	3467	16200	3
PF3D7_0915600	1635	22790	275	1360	0	158
PF3D7_0710900	6357	18068	1333	5024	0	190
PF3D7_0616300	1004	23421	305	699	0	73
PF3D7_1353500	1621	22804	209	1412	0	87
PF3D7_1447300	1385	23040	844	394	147	12
PF3D7_1121700	5109	19316	2875	2234	0	143
PF3D7_0207500	14570	9855	8117	3482	2971	130
PF3D7_1431300	18112	6313	15612	2424	76	654
PF3D7_1249000	6672	17753	1845	4827	0	395
PF3D7_0408700	24271	154	8027	5241	11004	11
PF3D7_0409800	6495	17930	2077	4417	1	254
PF3D7_0936400	1875	22550	469	1383	23	82
PF3D7_1413600	5207	19218	406	3946	855	194
PF3D7_0912800	8117	16308	2705	5397	15	575
PF3D7_0106200	2948	21477	332	2530	86	87
PF3D7_1206400	2040	22385	1297	742	1	120
PF3D7_1241800	11250	13175	7782	3468	0	473
PF3D7_1355900	3004	21421	928	2073	3	267
PF3D7_1412700	11579	12846	6062	5516	1	1437
PF3D7_1205400	7995	16430	1675	6243	77	1089
PF3D7_1030100	24409	16	8176	5054	11179	0
PF3D7_1337000	8786	15639	5082	3608	96	346
PF3D7_1103400	9895	14530	6649	3244	2	345
PF3D7_1471100	4143	20282	313	3262	568	31
PF3D7_1365700	4699	19726	262	1792	2645	45
PF3D7_0510300	4259	20166	3956	243	60	22
PF3D7_1470700	3747	20678	403	3344	0	331
PF3D7_1120700	11322	13103	6387	4931	4	552
PF3D7_1443800	3588	20837	1132	2454	2	183
PF3D7_1325800	13829	10596	8890	4934	5	695
PF3D7_0423400	6272	18153	2466	3805	1	130
PF3D7_1453600	8964	15461	3067	5604	293	1304
PF3D7_1369000	10013	14412	4023	3446	2544	109
PF3D7_1320500	1504	22921	245	1002	257	23
PF3D7_0810400	4435	19990	1763	2672	0	129
PF3D7_1214100	16847	7578	11614	3251	1982	256
PF3D7_0627800	12316	12109	8304	4012	0	473
PF3D7_0714000	514	23911	90	424	0	2
PF3D7_1326500	12396	12029	6661	5735	0	1001
PF3D7_1236400	6322	18103	2107	3586	629	146
PF3D7_1458100	703	23722	532	171	0	21
PF3D7_0827900	20778	3647	5684	3420	11674	21
PF3D7_1465400	557	23868	280	257	20	14
PF3D7_0931600	2120	22305	934	1050	136	61
PF3D7_1307000	1318	23107	390	811	117	62
PF3D7_1025000	14880	9545	6710	4522	3648	274
PF3D7_1475400	18189	6236	13118	4933	138	2610
PF3D7_1448900	663	23762	390	206	67	8
PF3D7_1233000	4559	19866	3285	1273	1	123
PF3D7_1410700	4369	20056	1633	2531	205	62
PF3D7_1250400	7930	16495	1838	6092	0	736
PF3D7_0304800	7824	16601	1496	6328	0	749
PF3D7_0212000	23474	951	1629	3896	17949	7
PF3D7_1232000	5578	18847	2982	2503	93	147
PF3D7_0822900	15636	8789	12582	3054	0	810
PF3D7_0618000	4409	20016	1314	3095	0	264
PF3D7_0315600	11965	12460	2551	7009	2405	69
PF3D7_0927100	809	23616	42	766	1	52
PF3D7_1457700	10132	14293	3739	6388	5	874
PF3D7_1351200	11470	12955	5479	5982	9	922
PF3D7_1014200	11795	12630	6043	5307	445	128
PF3D7_1131100	11972	12453	7343	4629	0	579
PF3D7_0935800	24406	19	6010	5402	12994	1
PF3D7_1419300	1990	22435	179	1642	169	41
PF3D7_0933100	24389	36	2611	6318	15460	3
PF3D7_1132700	2765	21660	2026	739	0	76
PF3D7_0812300	5208	19217	2366	2841	1	108
PF3D7_1367000	1230	23195	459	559	212	2
PF3D7_1141600	1402	23023	659	742	1	74
PF3D7_0914600	3175	21250	1164	1674	337	9
PF3D7_0514700	20923	3502	18905	2018	0	415
PF3D7_1116300	1498	22927	833	483	182	2
PF3D7_1337700	12225	12200	2505	3135	6585	51
PF3D7_0815300	14423	10002	10199	4224	0	417
PF3D7_0108800	10958	13467	3159	1165	6634	8
PF3D7_0209000	17110	7315	11020	6090	0	3551
PF3D7_0418300	16731	7694	12698	4029	4	571
PF3D7_0934900	5600	18825	3321	1855	424	111
PF3D7_0731800	7946	16479	1459	6420	67	227
PF3D7_0318800	2496	21929	842	1494	160	73
PF3D7_0301800	14899	9526	2874	3595	8430	45
PF3D7_1141000	13680	10745	6871	6808	1	465
PF3D7_1114800	6930	17495	4013	1652	1265	21
PF3D7_0709400	24255	170	4595	5526	14134	11
PF3D7_0614900	18128	6297	665	10195	7268	206
PF3D7_0829000	21359	3066	15254	5001	1104	493
PF3D7_1354500	3202	21223	1886	1124	192	49
PF3D7_1357700	24407	18	4227	4832	15348	2
PF3D7_1421800	11273	13152	7530	3741	2	178
PF3D7_1437000	6782	17643	2057	4695	30	192
PF3D7_0313300	4326	20099	1050	1322	1954	5
PF3D7_1112100	18040	6385	14799	3222	19	958
PF3D7_1425600	24403	22	13688	4370	6345	5
PF3D7_1010200	11571	12854	7316	4255	0	1261
PF3D7_1457400	13760	10665	5453	8307	0	2377
PF3D7_1369300	5347	19078	1044	4124	179	294
PF3D7_0216300	10095	14330	4475	5608	12	1277
PF3D7_1456000	13956	10469	9273	4680	3	593
PF3D7_1117300	567	23858	153	407	7	21
